ID_ALOJAMIENTO,TITULO_ALOJAMIENTO,TIPO_ALOJAMIENTO,ESPACIO_ALOJAMIENTO,UBICACION,PRECIO_USD,MAX_HUESPEDES,CANTIDAD_HABITACIONES,CANTIDAD_CAMAS,CANTIDAD_BAÑOS,ES_SUPER_ANFITRION,CANTIDAD_EVALUACIONES,CALIFICACION_GENERAL,CALIFICACION_LIMPIEZA,CALIFICACION_VERACIDAD,CALIFICACION_LLEGADA,CALIFICACION_COMUNICACION,CALIFICACION_UBICACION,CALIFICACION_CALIDAD_PRECIO,FLAG_RESERV_INMEDIATA,FLAG_LLEGADA_AUTONOMA,FLAG_CANCELAC_GRATUITA,FLAG_ACEPT_MASCOTAS
39895975,"HABITACIÓN DE HOTEL PRIVADA CON 2 CAMAS INDIVIDUALES, PISCINA, VISTA A LA CIUDAD Y AL MAR",Apartotel,Habitación,Samaná,60,2,1,2,1,0,No encontrado,No encontrado,4.5,4.5,4.9,4.9,4.9,4.3,1,0,1,1
8.07969E+17,Impresionante apartamento de lujo de 2 dormitorios 6,Apartamento,Alojamiento entero,Puerto Plata,100,4,2,No encontrado,2,1,3,5,5,5,5,5,5,5,1,1,1,0
7.08763E+17,"Villa grande y hermosa 4 U, familiares y amigos",Apartotel,Habitación,Juan Dolio,400,10,7,No encontrado,7,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,1
5.96988E+17,Lujoso y Comodo Apart en el piso 10 Marbella JD,Apartotel,Alojamiento entero,Juan Dolio,335,8,3,4,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
37720022,"Luxury Beachfront 2BR en Las Olas, Juan Dolio",Apartamento,Alojamiento entero,Juan Dolio,195,6,2,3,2,1,72,4.69,4.7,4.7,4.8,4.7,4.8,4.7,0,1,0,0
1.14002E+18,Bayahibe Bliss - Sol Caribe 104,Villa,Alojamiento entero,Bayahibe,69,5,2,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.1122E+18,Bonito apartamento de 302F con piscina,Apartotel,Alojamiento entero,Juan Dolio,72,6,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
53673950,Dormitorio privado 2 Flores Surf Residence,Apartamento,Habitación,Puerto Plata,16,2,1,1,1,0,5,4.4,4,4.6,4.8,4.8,5,4.4,0,0,0,1
51427149,Hermoso apartamento de 3 dormitorios cerca de la zona colonial.,Apartotel,Alojamiento entero,Santo Domingo,85,6,3,4,2,1,79,4.95,4.9,4.9,5,5,4.8,4.9,1,1,1,1
8.88294E+17,Apartamento a tan solo 5 minutos de la playa.,Apartotel,Alojamiento entero,Puerto Plata,65,5,2,3,2,1,17,4.71,4.9,4.7,4.8,4.9,4.8,4.7,1,0,1,0
9.08871E+17,Elegante apartamento céntrico,Apartotel,Alojamiento entero,Santo Domingo,31,2,1,1,1,0,68,4.72,4.7,4.8,4.9,4.8,4.8,4.8,1,0,1,0
1.10083E+18,Appartamento Cristal Juan Dolio frente a la playa,Apartotel,Alojamiento entero,Juan Dolio,99,4,1,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,1
1.14364E+18,Habitación familiar La Romana,Apartamento,Habitación,La Romana,35,4,1,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
25232940,Villas juandolio,Apartotel,Alojamiento entero,Juan Dolio,135,8,2,10,1,0,3,4,3.7,4,4.7,5,5,4.3,0,1,0,0
49908891,3 habitaciones en Crown & Royal Villas,Apartamento,Alojamiento entero,Puerto Plata,354,6,3,3,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
53216384,Villa lujosa 4bd-4.5ba Piscina privada apta para huéspedes,Apartamento,Alojamiento entero,Puerto Plata,333,8,4,4,No encontrado,1,21,4.95,4.9,5,5,5,4.9,5,0,1,1,0
340604,Hermoso apartamento de playa BocaChica,Apartotel,Habitación,Santo Domingo,65,No encontrado,No encontrado,1,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
4728263,HabitacionMadera 9 @GipsyRanchRooms,Apartamento,Habitación,Puerto Plata,34,No encontrado,No encontrado,1,No encontrado,0,4,4.25,4.2,4.5,5,5,4.5,4.2,0,0,0,1
15108767,Villa Madera: Villa cerca de Playa Cabarete,Apartamento,Alojamiento entero,Cabarete,155,7,3,4,1,0,182,4.85,4.9,4.9,4.9,4.8,4.9,4.9,1,1,0,0
8.05946E+17,Reserva de Habitaciones,Alojamiento,Habitación,Santo Domingo,60,No encontrado,4,4,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
26955591,Las Colinas,Villa,Alojamiento entero,La Romana,3500,16,11,10,11,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
1.02343E+18,Sunset Mirage,Villa,Alojamiento entero,Punta Cana,66,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
8.75312E+17,Villa corona de estilo de vida,Alojamiento,Habitación,Puerto Plata,400,10,4,4,4,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
7.79634E+17,Suite real de 1 dormitorio,Hostal,Habitación,Puerto Plata,150,4,1,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
5.86913E+17,Villa Brooklyn,Apartamento,Alojamiento entero,Puerto Plata,140,6,2,No encontrado,2,1,54,4.91,4.9,5,5,4.9,5,4.8,1,1,1,0
7.95828E+17,Hermoso apto en Buena Vista,Casa,Alojamiento entero,La Romana,100,6,3,6,3,0,6,5,5,5,5,5,5,5,0,0,1,0
8.53121E+17,Estudio de playa de lujo | Resort de Cofresi todo incluido,Apartamento,Habitación,Puerto Plata,99,4,1,2,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
47406902,"Suite Jr en Lifestyle Holidays, VIP Gold",Apartamento,Habitación,Puerto Plata,120,4,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,0,0
5.46294E+17,"Acogedora habitación con cama doble, 300 m de playa, aire acondicionado, estacionamiento gratuito",Apartamento,Habitación,Bayahibe,43,2,1,1,1,1,27,4.3,4.5,4.3,4.3,4.5,4.5,4.1,0,0,0,0
51665972,"Room# 1, Villa ANA MARÍA #3",Apartotel,Habitación,Puerto Plata,45,No encontrado,No encontrado,1,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,1
52790357,?? Primera línea de playa ?? Juan Dolio,Apartotel,Alojamiento entero,Guayacanes,750,6,2,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
7.10113E+17,Hermoso departamento en la zona colonial.,Apartotel,Alojamiento entero,Santo Domingo,68,4,2,2,1,0,8,4.88,4.6,4.6,5,5,5,5,0,0,0,1
9.00798E+17,ApartaEstudio Albatros JuanDolio,Villa,Alojamiento entero,Juan Dolio,80,2,1,1,1,0,15,4.47,4.6,4.6,4.9,4.9,4.3,4.5,0,0,1,0
6.53684E+17,Villa playa Boca Chica,Apartamento,Alojamiento entero,Santo Domingo,180,10,5,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,1
40590933,"Suites Alexis Shorline, segundo piso",Apartotel,Alojamiento entero,Puerto Plata,66,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
6.57403E+17,Grande estudia en Beachwalk B1,Apartamento,Alojamiento entero,Puerto Plata,48,2,No encontrado,1,1,0,35,4.37,4.4,4.3,4.7,4.7,4.4,4.2,1,1,1,0
8.68069E+17,Encantadora casa histórica en la Zona Colonial,Apartamento,Alojamiento entero,Santo Domingo,100,6,3,3,1,1,66,4.82,4.9,4.8,4.9,5,4.9,4.8,0,1,0,0
7.1029E+17,Villa en Sosúa,Apartotel,Alojamiento entero,Puerto Plata,255,4,2,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
6.56494E+17,Disfruta de un lugar acojedor y relajante,Apartotel,Alojamiento entero,Samaná,89,8,3,4,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,1
5.85849E+17,Piscina en el séptimo piso y vista al mar,Apartamento,Alojamiento entero,Puerto Plata,155,2,1,1,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,0,0
1.10422E+18,casa Janet,Apartotel,Alojamiento entero,Samaná,45,3,3,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.12972E+18,Hermoso apartamento próximo a la playa.,Apartotel,Alojamiento entero,Bayahibe,53,4,1,No encontrado,1,0,5,5,4.6,5,4.6,5,4.6,4.8,0,1,1,0
52404642,Gray,Apartamento,Alojamiento entero,Puerto Plata,75,2,1,No encontrado,1,0,7,4.71,4.7,4.9,5,4.9,4.9,4.7,1,0,1,0
53960707,Villa a 1 km de la playa para 6 pers. con piscina,Villa,Alojamiento entero,Puerto Plata,187,6,3,3,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
1.12318E+18,Apartamento Teo,Villa,Alojamiento entero,Santo Domingo,40,4,2,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
1.06343E+18,Cozy & Spacious Apartament Boca Chica´s Beach,Apartotel,Alojamiento entero,Santo Domingo,32,4,2,3,2,0,No encontrado,No encontrado,4.8,4.7,4.8,5,4.8,4.5,0,1,1,0
9.72487E+17,Baño privado con vistas únicas,Apartotel,Habitación,Puerto Plata,32,No encontrado,No encontrado,1,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
26410440,Las Palmeras Riki R. App.to C-9,Apartamento,Alojamiento entero,Santo Domingo,49,3,1,2,1,0,25,4.84,4.9,4.8,5,5,5,4.8,1,0,0,0
8.86987E+17,Apartamento de 1 habitación Cabarete,Casa,Alojamiento entero,Puerto Plata,35,3,1,1,1,0,3,4.67,5,3.7,3.7,3.3,4.7,4.7,0,1,0,1
54065942,Habitación con baño en una propiedad frente a la playa,Villa,Habitación,Santo Domingo,31,No encontrado,No encontrado,1,No encontrado,0,No encontrado,No encontrado,4.8,4.7,4.7,4.9,4.7,4.6,0,1,1,0
49949816,LOFT DE SURF AZUL CABARETE,Apartotel,Alojamiento entero,Puerto Plata,83,2,No encontrado,1,1,0,30,4.73,4.7,4.7,4.8,4.8,5,4.7,0,0,1,0
1.15285E+18,Villa de 1 piso de 4 dormitorios con piscina y barbacoa,Apartamento,Alojamiento entero,Puerto Plata,375,10,4,No encontrado,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
1.01398E+18,Luxe Resort Cofresi Beach DR,Apartotel,Habitación,Puerto Plata,75,4,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
43499181,Apartamento confortable en Sosua,Apartamento,Alojamiento entero,Puerto Plata,130,5,2,3,1,0,4,4.75,5,4.8,5,4.5,5,5,0,1,1,1
9.74147E+17,Ocean One - Studio APT CABARETE,Villa,Alojamiento entero,Puerto Plata,110,8,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
7.23282E+17,comodo apartamento con piscina y cerca a la playa,Casa,Alojamiento entero,La Romana,60,2,1,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
6.70959E+17,"AQUA 6, joya junto a la playa: retiro de 1 dormitorio.",Apartotel,Alojamiento entero,Puerto Plata,65,2,1,1,1,0,53,4.6,4.7,4.6,4.7,4.8,4.8,4.7,1,1,1,0
1.13191E+18,B1 Pasos de la playa+Lujoso+Piscina+Balcón+Wifi,Apartotel,Alojamiento entero,Juan Dolio,95,6,2,4,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,0,0
20630351,¡VillaTracey! Hermosa 5BR 5BA 8Bed OceanView Pool,Apartotel,Alojamiento entero,Puerto Plata,No encontrado,12,5,6,5,1,76,4.71,4.7,4.8,4.8,4.8,5,4.8,1,1,1,0
49630230,Habitación frente a la playa Restaurante y gimnasio en la piscina,Apartotel,Habitación,Puerto Plata,105,2,1,1,1,1,97,4.75,4.8,4.8,4.9,4.9,4.9,4.7,1,1,0,1
5445034,ZONA COLONIAL*a poca distancia a pie A,Apartotel,Habitación,Santo Domingo,25,2,1,1,1,0,213,4.68,4.7,4.7,4.8,4.7,4.7,4.7,1,1,1,1
47917159,En renta villa de lujo de 2 dormitorios y 2 baños,Apartotel,Alojamiento entero,Puerto Plata,149,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
6.11575E+17,Apartamento en alquiler con 2 baños y  dormitorios,Apartotel,Alojamiento entero,Santo Domingo,303,4,1,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
8.84205E+17,Apartamento frente a la playa de Marbella Luxe,Apartamento,Alojamiento entero,Juan Dolio,175,6,2,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
9.8579E+17,Gran Villa en Casa de Campo,Apartamento,Alojamiento entero,La Romana,850,8,4,6,5,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
6333011,??Larimar 3 ??????Apt.201 BAYAHIBE??,Apartotel,Alojamiento entero,Bayahibe,No encontrado,5,2,3,2,1,No encontrado,No encontrado,4.7,4.8,4.8,4.7,4.8,4.8,1,1,1,0
9.35258E+17,Villa con jardín de tres dormitorios.,Villa,Habitación,La Romana,3578,7,No encontrado,No encontrado,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
40526034,Apartamento de lujo frente a la playa y «Seawinds».,Apartotel,Alojamiento entero,Puerto Plata,No encontrado,2,No encontrado,1,1,1,75,4.92,4.8,5,4.9,4.9,4.9,4.9,1,1,1,0
9005331,"Hermosa vista al mar, apartamento 502B (quinto piso)",Apartotel,Alojamiento entero,Santo Domingo,85,2,1,1,1,0,18,4.78,4.8,4.8,4.9,4.8,4.6,4.7,0,1,1,1
1.1531E+18,Estudio con desayuno,Villa,Alojamiento entero,Juan Dolio,49,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,1
9.54478E+17,Elegante Villa Raffy en Casa de Campo,Villa,Alojamiento entero,La Romana,2300,14,5,No encontrado,No encontrado,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,1
20053469,Bayahibe #3 Residence Tropical Estrella,Villa,Alojamiento entero,Bayahibe,No encontrado,6,2,2,1,1,67,4.96,5,4.9,5,5,4.9,4.9,0,1,0,0
7.74625E+17,Ria aparta hotel Supreme,Apartamento,Alojamiento entero,Puerto Plata,133,4,2,2,1,0,9,4.78,4.7,4.9,4.9,4.9,4.9,5,1,1,1,1
47953097,Apartamento de 2 dormitorios con vistas al jardín en Cabarete Centro,Alojamiento,Alojamiento entero,Puerto Plata,110,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
6.95098E+17,SEGURO HERMOSO APT 3HABITACIONES CADA UNO CON BAÑO,Apartamento,Alojamiento entero,Santo Domingo,99,6,3,No encontrado,3,0,16,4.94,4.9,4.8,4.6,4.8,4.6,4.9,1,1,1,0
45476409,"Lugar cómodo, espacioso y tranquilo. En Cabarete",Cabaña,Alojamiento entero,Puerto Plata,38,2,1,1,1,0,No encontrado,No encontrado,5,5,5,5,4.8,4.8,1,0,1,1
1.1188E+18,The Crown Villa -6Bed- Puerto Plata,Apartotel,Habitación,Puerto Plata,227,12,6,6,5,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
2566006,Estudio en la playa,Apartamento,Alojamiento entero,Cabarete,110,2,1,No encontrado,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
6.99138E+17,CASA COCO-Aventura Superior 4 Master @ Casa Linda,Apartotel,Alojamiento entero,Puerto Plata,314,8,4,4,No encontrado,0,11,4.73,5,4.9,5,4.7,5,4.8,1,1,0,1
1.0262E+18,"Mansión con piscina grande, ubicación céntrica",Apartamento,Alojamiento entero,Santo Domingo,185,10,3,7,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
9.68237E+17,Casa vacacional sector Los Reyes,Villa,Alojamiento entero,Puerto Plata,60,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
54318626,"HABITACIÓN DE HOTEL PRIVADA DE DOS CAMAS, PISCINA, VISTA A LA CIUDAD Y AL MAR",Alojamiento,Habitación,Samaná,60,2,1,1,1,0,3,4.33,4.3,4.3,4.3,4.3,4.7,4.3,1,0,1,1
7.9415E+17,Villa de tres dormitorios para tres personas,Apartotel,Alojamiento entero,Puerto Plata,250,7,3,3,3,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
1.11155E+18,Suite de 2 dormitorios en un centro vacacional con todo incluido,Apartamento,Alojamiento entero,Puerto Plata,110,6,2,2,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,0,0
5.48619E+17,apartamento Luima,Apartotel,Alojamiento entero,Santo Domingo,21,2,1,No encontrado,1,0,11,4.82,4.5,4.9,4.6,5,4.7,4.9,1,0,1,0
5.52822E+17,Studio w/ Kitchenette,Apartamento,Alojamiento entero,Puerto Plata,99,2,1,1,1,0,23,4.78,4.9,4.8,5,4.9,5,4.6,1,1,0,0
6.76862E+17,Hotel cadiz colonial  Habitación 1-1,Apartotel,Habitación,Santo Domingo,30,2,No encontrado,1,1,0,3,5,5,5,5,5,5,5,1,1,1,0
8.73196E+17,"Hermoso apartamento con piscina, cerca de la playa",Apartotel,Habitación,Santo Domingo,75,No encontrado,2,No encontrado,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
7.28174E+17,*Casita Malaquita* Casa moderna de 3 dormitorios en Cerro Mar,Apartamento,Alojamiento entero,Puerto Plata,83,6,3,3,2,0,27,4.85,4.9,4.9,4.8,4.8,4.9,4.8,0,1,1,0
51962245,hermoso apartamento con piscina y gimnasio y bar,Villa,Alojamiento entero,Santo Domingo,60,2,1,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,1
1060127,Estudio en el Surf Salvacion Boutique Hotel,Villa,Habitación,Puerto Plata,177,2,1,1,1,1,No encontrado,No encontrado,4.9,4.9,5,5,4.8,4.8,1,0,1,0
1.01754E+18,Gratuito ($ 0) VIP todo incluido en Beach Resort,Apartamento,Alojamiento entero,Puerto Plata,300,6,3,No encontrado,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
7.67467E+17,Espectacular apart en el centro/Wi-FI/cocina.,Apartotel,Alojamiento entero,Santo Domingo,89,3,1,No encontrado,1,1,25,4.68,4.9,4.7,4.7,4.6,4.7,4.4,1,1,1,0
1.02122E+18,Acogedora suite en la playa del Encuentro,Villa,Habitación,Puerto Plata,60,2,1,No encontrado,1,1,15,4.87,5,4.9,4.9,5,4.9,4.9,0,1,1,0
6.36027E+17,Villa de lujo frente a la playa en Cabarete,Apartamento,Alojamiento entero,Puerto Plata,2893,16,10,14,12,0,4,5,5,5,5,5,4.8,4.8,0,1,0,0
1.1557E+18,Puerto Plata Inn,Villa,Alojamiento entero,Puerto Plata,76,6,3,4,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
1.10921E+18,Ático 603F cerca de la playa,Apartotel,Alojamiento entero,Juan Dolio,92,8,3,3,3,0,5,5,4.2,5,4.5,5,5,4.8,1,1,0,0
49917341,Relajante villa en la playa con piscina privada.,Alojamiento,Alojamiento entero,Cabarete,350,6,3,5,3,0,14,5,5,5,5,5,4.9,4.9,0,1,1,0
51635203,HOME RELAX OCEAN AQUARELLA 12-103,Alojamiento,Alojamiento entero,Juan Dolio,75,2,1,1,1,0,139,4.86,4.8,4.9,4.9,4.8,4.8,4.9,1,1,1,0
17764973,Agua Dulce,Apartotel,Habitación,Santo Domingo,81,2,9,1,1,0,6,4,4.7,4.3,4.5,4.3,4,4.2,1,1,1,1
6.1288E+17,"Villa Julia alegre 4 dormitorios, 4 baños con piscina",Apartamento,Alojamiento entero,Puerto Plata,1200,8,4,4,4,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
8.42061E+17,Compra en un apartamento de 2 habitaciones.,Villa,Alojamiento entero,Puerto Plata,120,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
1.12028E+18,Villa Park - Puerto Plata,Villa,Alojamiento entero,Puerto Plata,230,10,5,No encontrado,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.11673E+18,"Villa en Sosúa, DR",Hotel,Alojamiento entero,Puerto Plata,165,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
52131746,Maravilloso ático con una vista espectacular,Alojamiento,Alojamiento entero,Santo Domingo,79,5,2,3,3,0,79,4.71,4.9,4.8,4.8,4.8,4.7,4.8,0,0,0,0
1.09571E+18,Un espacio acogedor,Apartotel,Alojamiento entero,Santo Domingo,91,6,3,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,1
1.00968E+18,1 dormitorio en White Hills Sosua,Apartamento,Alojamiento entero,Puerto Plata,69,3,1,1,1,1,6,5,5,5,5,5,5,5,0,0,1,0
8.84782E+17,Villa 908 Casa Linda,Apartamento,Alojamiento entero,Puerto Plata,172,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
5.57086E+17,"Habitación doble, cocina, gran terraza en la azotea, estacionamiento",Apartotel,Habitación,Bayahibe,59,2,1,1,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
5.5292E+17,Hermoso y Espacioso  Apartamento,Alojamiento,Alojamiento entero,Santo Domingo,65,5,3,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
1.12217E+18,Rincón playero frente al mar,Apartamento,Alojamiento entero,Guayacanes,169,7,2,No encontrado,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
42924084,TOMATE TU TIEMPO ESPACIO Y CONFORT,Casa,Alojamiento entero,Punta Cana,180,No encontrado,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
8.81455E+17,"3 lofts de diseño boutique alrededor de la piscina, con capacidad máxima 9",Apartamento,Alojamiento entero,Puerto Plata,273,9,3,6,3,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,1
7.80575E+17,Villa apta para huéspedes de 3 dormitorios con piscina privada,Apartamento,Alojamiento entero,Puerto Plata,199,7,3,2,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
1.08066E+18,JIREH Aparta Estudio.,Hotel,Alojamiento entero,Bayahibe,80,2,1,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
54004038,¡El apartamento ideal en Juan Dolio! ????,Apartotel,Alojamiento entero,Juan Dolio,105,6,2,No encontrado,2,1,14,5,5,5,5,5,4.9,4.9,1,1,0,0
51320914,Aparta Estudio en la Zona Colonial,Apartotel,Alojamiento entero,Santo Domingo,30,2,1,1,1,0,71,4.65,4.7,4.8,4.7,4.7,4.8,4.7,1,0,1,1
9.83206E+17,Modern Beachfront apt. Las Olas Juan Dolio,Apartamento,Alojamiento entero,Juan Dolio,170,6,2,No encontrado,2,0,8,5,5,5,4.9,5,5,5,1,1,1,0
2808677,Cabarete villa Tropical funky House w. demo kite,Casa,Alojamiento entero,Puerto Plata,198,8,3,4,2,1,No encontrado,No encontrado,4.6,4.6,4.8,4.7,4.9,4.6,0,1,1,1
9.08871E+17,Elegante Apartamento Céntrico,Villa,Alojamiento entero,Santo Domingo,36,4,2,2,1,0,17,4.65,4.5,4.8,4.4,4.7,4.5,4.7,1,0,1,0
7.60366E+17,Tranquility King Bed Studio con vistas a la bahía,Apartamento,Alojamiento entero,Samaná,161,3,1,2,1,1,20,4.95,5,5,5,5,5,4.9,0,1,1,1
1.13065E+18,Casa Mango-Stunning View - 2 Bdr,Habitación,Habitación,Puerto Plata,140,No encontrado,2,2,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
8.39175E+17,¡Ubicación! NEW Oceanview 1Bdr Apt @Juandolio,Villa,Alojamiento entero,Guayacanes,153,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
42459205,"Asequible, hermoso",Apartamento,Habitación,Santo Domingo,400,No encontrado,2,3,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,0
5.85842E+17,Piscina en el sexto piso y vista al mar en el sexto piso,Apartotel,Alojamiento entero,Puerto Plata,155,4,1,1,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
